NPRID,NAME,FACILITY,FACILITY_TYPE,ADDRESS,CITY,STATE,ZIP,HARD ADDRESS,LATITUDE,LONGITUDE,Agency,AgencyType,OWNER,OWNER_TYPE,REMARKS,PubRermarks,url,Entry,Source,Cost,Duplicate,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance,GEOCODE-ERROR
396,,Gladstone Park,,5421 North Menard Avenue,Chicago,IL,60630,"5421 North Menard Avenue Chicago, IL 60630",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
397,,Grant Park,,337 E Randolph St,Chicago,IL,60601,"337 E Randolph St Chicago, IL 60601",38.8980949,-76.9796563,,,,,"Proudly referred to as ChicagoÕs ""front yard,Ó Grant Park is among the cityÕs loveliest and most prominent parks. The site of three world-class museums Ñ the Art Institute, the Field Museum of Natural History, and the Shedd Aquarium Ñ the park includes the museum campus, a 1995 transformation of paved areas into beautiful greenspace. Grant ParkÕs centerpiece is the Clarence Buckingham Memorial Fountain, built in 1927 to provide a monumental focal point while protecting the parkÕs breathtaking lakefront views.  In addition to the playground there is a dog friendly area, walking paths, and a skate park",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
398,,Gross Park,,2708 W Lawrence Ave,Chicago,IL,60625,"2708 W Lawrence Ave Chicago, IL 60625",38.8980949,-76.9796563,,,,,"Located in the Lincoln Square neighborhood, the park features four basketball standards, a volleyball court, a soccer field, the playground, and a sandbox.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
399,,Haas Park,,2402 N Washtenaw Ave,Chicago,IL,60647,"2402 N Washtenaw Ave Chicago, IL 60647",38.8980949,-76.9796563,,,,,"Located in the Logan Square neighborhood, the park also has a spraypool",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,Tread Town,Pooler Recreation Complex,,200 Preston Strokes Drive,Pooler,GA,31322,"200 Preston Strokes Drive Pooler, GA 31322",38.8980949,-76.9796563,,,City of Pooler,Municipal/Local Government,A project of Boundless Playgrounds,,http://www.poolerrec.com/rec/AboutPoolerRec/FacilitiesandParks.aspx,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40,,Noble Park,,2801 Park Avenue,Paducah,KY,42001,"2801 Park Avenue Paducah, KY 42001",38.8980949,-76.9796563,,,,,,,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
400,,Hamilton Park,,513 W 72nd St,Chicago,IL,60621,"513 W 72nd St Chicago, IL 60621",38.8980949,-76.9796563,,,,,"In addition to the playground the park has a spraypool, a water playground, and walking paths.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
401,,Ryan Harris Memorial Park,,6781 S Lowe St,Chicago,IL,60621,"6781 S Lowe St Chicago, IL 60621",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
402,,Hickory Park,,3312 W Thorndale Ave,Chicago,IL,60659,"3312 W Thorndale Ave Chicago, IL 60659",38.8980949,-76.9796563,,,,,In addition to the playground the park has a spraypool and sand box.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
403,,Holstein Park,,2200 N Oakley Ave,Chicago,IL,60647,"2200 N Oakley Ave Chicago, IL 60647",38.8980949,-76.9796563,,,,,In addition to the playground the park has a spraypool and swimming facilities.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
404,,Humboldt Park,,1230 N Kedzie Ave,Chicago,IL,60651,"1230 N Kedzie Ave Chicago, IL 60651",38.8980949,-76.9796563,,,,,"In addition to the playground the park has a spraypool, swimming facilities, and walking paths.  There is free self-guided audio tour of this historic park. You can either download the tour to an MP3 player, burn a CD, or listen to it online. The tour includes a map with stopping points that correspond with the audio tracks.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
405,,Hurley Park,,1901 W 100th ST,Chicago,IL,60643,"1901 W 100th ST Chicago, IL 60643",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
406,,Indian Road Park,,6010 W Matson Ave,Chicago,IL,60646,"6010 W Matson Ave Chicago, IL 60646",38.8980949,-76.9796563,,,,,In addition to the playground there is a spraypool.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
407,,Jackson Park,,2000 E 67th St,Chicago,IL,60649,"2000 E 67th St Chicago, IL 60649",38.8980949,-76.9796563,,,,,"Once the site of the 1893 WorldÕs Columbian Exposition, Jackson ParkÕs 600 acres provide recreational opportunities for athletes, nature lovers, and beach goers alike. With a new state-of-the-art fitness center and a variety of expansive gardens, Jackson Park offers something for everyone.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
408,,Jesse Owens Park,,8800 S Clyde Ave,Chicago,IL,60617,"8800 S Clyde Ave Chicago, IL 60617",,,,,,,Within the park is The Allstate Little Hands Olympic Playground.  The playground has an Olympic theme.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
409,,Kenwood Park,,1330 E 50th St,Chicago,IL,60615,"1330 E 50th St Chicago, IL 60615",,,,,,,In addition to the playground there is a spraypool and walking paths,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41,,Jefferson Park,,4100 South Drive,Jefferson,LA,70121,"4100 South Drive Jefferson, LA 70121",38.8980949,-76.9796563,,,,,"This is Family Fitness and Fun Park built by American Academy of Orthopaedic Surgeons in partnership with KaBOOM! There is equipment for balance, flexibility, strength and a walking/running track for aerobic exercise. In the middle of the Park there is a safe, accessible playground. The various activities of the Park help reduce and prevent falls, build strong bones and give those recovering from joint replacement a safe place to exercise. The different stations will include descriptions of how to do the exercises, why they are important and injury prevention tips.","This Family Fitness and Fun Park was  built by American Academy of Orthopaedic Surgeons in partnership with KaBOOM! In the middle of the Park there is a safe, accessible playground.The activities also  give those recovering from joint replacement a safe place to exercise.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
410,,"Dr. Martin Luther King, Jr. Park",,1200 W 77t St & Racine Ave,Chicago,IL,60620,"1200 W 77t St & Racine Ave Chicago, IL 60620",38.8980949,-76.9796563,,,,,"In addition to the playground the inside The MLK Family Entertainment Center is an all inclusive roller rink, bowling alley, eatery and special event facility.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
411,,Kosciuszko Park,,2732 N. Avers Ave,Chicago,IL,60647,"2732 N. Avers Ave Chicago, IL 60647",38.8980949,-76.9796563,,,,,"In addition to the playground the park has a spraypool, swimming facilities and walking paths.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
412,,La Follette Park,,1333 N. Laramie Ave.,Chicago,IL,60651,"1333 N. Laramie Ave. Chicago, IL 60651",38.8980949,-76.9796563,,,,,In addition to the playground there is a water playground and walking paths.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
413,,Langley Park,,11255 S. Langley Ave,Chicago,IL,60628,"11255 S. Langley Ave Chicago, IL 60628",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
414,Margate,Lincoln Park,,4921 N Marine Dr,Chicago,IL,60640,"4921 N Marine Dr Chicago, IL 60640",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
415,,Luella Park,,10021 S Luella Ave,Chicago,IL,60617,"10021 S Luella Ave Chicago, IL 60617",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
416,,Mandrake Park,,900 E Pershing Rd,Chicago,IL,60653,"900 E Pershing Rd Chicago, IL 60653",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
417,,Maplewood Park,,1640 N Maplewood Ave,Chicago,IL,60647,"1640 N Maplewood Ave Chicago, IL 60647",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
418,,Mayfair Park,,4550 W Sunnyside Ave,Chicago,IL,60630,"4550 W Sunnyside Ave Chicago, IL 60630",38.8980949,-76.9796563,,,,,"This approximately 2.5-acre park features a soft-surface playground, spraypool, basketball court, and two junior baseball fields. The fieldhouse contains two clubrooms, a kitchen, and an auditorium with a stage.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
419,,Mcinerney Park,,4452 S Emerald Ave,Chicago,IL,60609,"4452 S Emerald Ave Chicago, IL 60609",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,Parc Independence,Girard Park,,500 Girard Park Drive,Lafayette,LA,70503,"500 Girard Park Drive Lafayette, LA 70503",38.8980949,-76.9796563,,,,,"There are extra-wide entrances and ramps and swing sets to accommodate wheelchairs, plus limited entrance and exit points to help parents watch their children.  The equipment is from Miracle Recreation",,,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
420,,Memorial Park,,149 W 73rd St,Chicago,IL,60621,"149 W 73rd St Chicago, IL 60621",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
421,,Zinn Park,,101 West 14th Street,Anniston,AL,36207,"101 West 14th Street Anniston, AL 36207",38.8980949,-76.9796563,,,City of Anniston,Municipal/Local,,,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
422,APEX Playground,Memorial Park,,1020 Kiker Lane,Jasper,AL,35501,"1020 Kiker Lane Jasper, AL 35501",38.8980949,-76.9796563,,,,,"It is located in the center park surrounded by Woods Walking Trail, the Natatorium, the pond and a pavilion. After the playground was destroyed by arson, it was built back better than ever.  It now includes a splash pad and sunshades.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
423,,Langan Park,,4901 Zeigler Boulevard,Mobile,AL,36608,"4901 Zeigler Boulevard Mobile, AL 36608",38.8980949,-76.9796563,,,City of Mobile,Municipal/Local,This is a Boundless Playground.  There is a Pedestrian Bridge connects the playground and park area of Langan Park to the Mobile Museum of Art across Three Mile Creek,A pedestrian bridge connects the playground and park area of Langan Park to the Mobile Museum of Art across Three Mile Creek,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
424,Playground and Garden for All Children,Delano Park,,"825 Gordon Drive, SE",Decatur,AL,35601,"825 Gordon Drive, SE Decatur, AL 35601",38.8980949,-76.9796563,,,,,"From BuzzzBeeÕs Flower Garden to Mr. Turtle and the Great Tree to Owl and the Story Circle, the Playground and Garden for All Children will be devoted to entertaining and educating all children in a natural environment about the treasures of AlabamaÕs incredible biodiversity.   The Tennessee River-themed River Wild garden is like walking through the Tennessee River valley.    The garden will consist of a walkway made to mimic the Tennessee River.  Sculptures and plants along the walkway will reflect the native plant life and wildlife of the area.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
425,Rotary Miracle Playground,Westgate Park Recreation Center,,501 Recreation Road,Dothan,AL,36303,"501 Recreation Road Dothan, AL 36303",38.8980949,-76.9796563,,,,,This community build playground has more handicap accessible playground equipment than almost any other accessible playground that Landscape Structures has built.  The playground is ramped with double-wide ramps; has a Sway Fun and a music area as well as  many other play structures.,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
426,Rotary Park,Enterprise Recreational Complex,,501 South Main St,Enterprise,AL,36330,"501 South Main St Enterprise, AL 36330",38.8980949,-76.9796563,,,,,,,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
427,John Mark Stallings Spec Needs Access. Playground,Sparkman Civic Center,,406 Nance Ford Road SW,Hartselle,AL,35640,"406 Nance Ford Road SW Hartselle, AL 35640",38.8980949,-76.9796563,,,,,In addition to the playground there is a splash pad.,In addition to the playground there is a splash pad.,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
428,,Veteran's Park,,Valledydale Road,Hoover,AL,35242,"Valledydale Road Hoover, AL 35242",38.8980949,-76.9796563,,,City of Hoover,Municipal/Local Government,located right next to Spain Park High School on Valleydale Rd. There are five sensory stations and adapted swings.,There are five sensory stations and adapted swings.,,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
429,Everybody Can Play Playground,Brahan Spring Park,,500 Drake Avenue SW,Huntsville,AL,35801,"500 Drake Avenue SW Huntsville, AL 35801",38.8980949,-76.9796563,,,,,"The playground includes swings, music station, elevated sandbox, ramped structures and much more.  Only a portion of the playground as pour-in-place surfacing.  The rest is engineered wood fiber.  The Playground is a project of GameTime.  An accessible splash pad will be open in the summer of 2012.","The playground includes swings, music station, elevated sandbox, ramped structures and splashpad. The  playground has pour-in-place surfacing and  engineered wood fiber.",,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43,Shiver Me Timber Playground,Millennium Park,,900 Lakeshore Drive,Lake Charles,LA,70601,"900 Lakeshore Drive Lake Charles, LA 70601",38.8980949,-76.9796563,,,,,"The Playground was built by thousands of volunteers over a five day period.  The playground features a bigger than life 40 foot long Shiver Me Timbers Pirate Ship. ItÕs right next to the EagleÕs Nest, a huge climbing structure.  This two storied ship features a climbing cargo net, portals, decking and ramps.  See pictures of this Leathers and Associates playground.","The playground features a bigger than life 40 foot long Shiver Me Timbers Pirate Ship  next to the EagleÕs Nest, a huge climbing structure.  This two storied ship features a climbing cargo net, portals, decking and ramps.",,Robert,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
430,,Vaughn Road Park,,3620 Vaughn Road,Montgomery,AL,36106,"3620 Vaughn Road Montgomery, AL 36106",38.8980949,-76.9796563,,,,,"This is Boundless Playground. This playground features equipment from several manufacturers, includingBigToys.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
431,,Nucor Community Park,,1100 UCP Parkway,Northport,AL,35476,"1100 UCP Parkway Northport, AL 35476",38.8980949,-76.9796563,,,,,"On the grounds of United Cerebral Palsy of Western Alabama, 1100 UCP Parkway. The playground includes climbing structure, play panels, adaptive swings, and a raised sand box.","On the grounds of United Cerebral Palsy of Western Alabama, the playground includes climbing structure, play panels, adaptive swings, and a raised sand box.",,Sophia,Mara,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
432,,Riverfront Park,,100 Riverfront Drive,Sheffield,AL,35660,"100 Riverfront Drive Sheffield, AL 35660",38.8980949,-76.9796563,,,,,"One mi./1.5 km of inviting shoreline on Pickwick Lake. Boat launches, fishing piers, docking facilities,picnicking, walking trails, restrooms.   Excellent facilities for family outings and fishing tournaments.  This is a Boundless Playground.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
433,Brandon's Village,Gates Canyon Park,,25801 Thousand Oaks Blvd.,Calabasas,CA,91302,"25801 Thousand Oaks Blvd. Calabasas, CA 91302",38.8980949,-76.9796563,,,,,"The Playground includes a sand area, a Sway Fun glider, adapted swings, a slide that has rollers to increase the sensory experience and tons of shade.  A portion of the play equipment is from Landscape Structures.  This is a ShaneÕs Inspiration playground.  The playground consultant for this playground was RecWest Outdoor Products.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
434,,Burton Park,,900 Chesnut Street,San Carlos,CA,94070,"900 Chesnut Street San Carlos, CA 94070",38.8980949,-76.9796563,,,,,"900 Chestnut Street.  Over 70% of the play area at Burton Park Playgrounds can accessed by all children regardless of physical ability.  A native plant landscaping is included in the play areas.  There is a sand area and a water area that is active in the Spring, Summer and Fall months.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
435,,Eucalyptus,,4th Ave & C Street,Chula Vista,CA,91910,"4th Ave & C Street Chula Vista, CA 91910",38.8980949,-76.9796563,,,,,"The playground includes a Spiral Climber, Angled Cliff Hanger, and V-bounce.  The playground was built by American Association of Orthopaedic Surgeons as part of their annual meeting in partnership with KaBOOM!",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
436,,Pittsford Park,,21701 Pittsford Drive,Lake Forest,CA,92630,"21701 Pittsford Drive Lake Forest, CA 92630",38.8980949,-76.9796563,,,,,"has a rubberized surface, double-wide ramps, play equipment with music and water features and some fencing to help keep wayward children away from the street.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
437,Reese's Retreat,Brookside Park,,Arroyo Blvd.,Pasadena,CA,91103,"Arroyo Blvd. Pasadena, CA 91103",38.8980949,-76.9796563,,,,,"Brookside Park is south of the Rose Bowl Stadium. The main entrance to Brookside Park is off Arroyo Blvd.  Beckoning with its pirate ship, ReeseÕs Retreat comes complete with ramps, a cannonball climber, an eight-bay swing set and sensory play structures that invite children to play with water and sand.The play area was designed in partnership with the Pasadena Public Works Department, Accessibility and Disability Commission, Recreation and Parks Commission, ShaneÕs Inspiration, Interplay Design, Recreation West Outdoor Products, and David Evans and Associates.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
438,,Prado Regional Park,,16700 South Euclid Avenue,Chino,CA,91710,"16700 South Euclid Avenue Chino, CA 91710",38.8980949,-76.9796563,,,,,"Toddlers can sail away in their sturdy and fully-accessible boat while school-age children discover the lost Water Island in the shade of swaying palm trees. The park has a Zero-Depth Water Play Zone. There is a sensory wall that is embedded with water creatures (turtles, fish, frogs) that splash, ribbit, and squirt; while combining a variety of textures, running water, and sound.  This is a ShaneÕs Inspiration playground.",,,Sophia,Mara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
